statement_type,name,gender,pronouns,template,is_control,uncertainty_expression,statement_id,statement,prompt,prompt_example,prompt_instruction,statement_uuid,file_id,prompt_instruction_0,prompt_instruction_100
future,Roxanne,female,"{'their': 'her', 'they': 'she'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,unlikely,future_10,[[their]] patient will survive another three months.,"Roxanne believes it's unlikely that her patient will survive another three months.

Provide a number between 0 and 100 that reflects, from Roxanne's perspective, the probability (expressed as a percentage) that her patient will survive another three months.

- 0 indicates Roxanne believes there is a 0% chance that her patient will survive another three months.
- 100 indicates Roxanne believes there is a 100% chance that her patient will survive another three months.",Roxanne believes it's unlikely that her patient will survive another three months.,"Provide a number between 0 and 100 that reflects, from Roxanne's perspective, the probability (expressed as a percentage) that her patient will survive another three months.",1040c46465ab49fe241e385835b7b9ee,0,- 0 indicates Roxanne believes there is a 0% chance that her patient will survive another three months.,- 100 indicates Roxanne believes there is a 100% chance that her patient will survive another three months.
future,Gary,male,"{'their': 'his', 'they': 'he'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,not likely,future_11,the defendant will be found guilty on all charges.,"Gary believes it's not likely that the defendant will be found guilty on all charges.

Provide a number between 0 and 100 that reflects, from Gary's perspective, the probability (expressed as a percentage) that the defendant will be found guilty on all charges.

- 0 indicates Gary believes there is a 0% chance that the defendant will be found guilty on all charges.
- 100 indicates Gary believes there is a 100% chance that the defendant will be found guilty on all charges.",Gary believes it's not likely that the defendant will be found guilty on all charges.,"Provide a number between 0 and 100 that reflects, from Gary's perspective, the probability (expressed as a percentage) that the defendant will be found guilty on all charges.",81b45fa3b88f7af6697b4c4159d58c4b,0,- 0 indicates Gary believes there is a 0% chance that the defendant will be found guilty on all charges.,- 100 indicates Gary believes there is a 100% chance that the defendant will be found guilty on all charges.
future,Bonnie,female,"{'their': 'her', 'they': 'she'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,doubtful,future_12,[[their]] landlord will increase [[their]] rent by the end of spring.,"Bonnie believes it's doubtful that her landlord will increase her rent by the end of spring.

Provide a number between 0 and 100 that reflects, from Bonnie's perspective, the probability (expressed as a percentage) that her landlord will increase her rent by the end of spring.

- 0 indicates Bonnie believes there is a 0% chance that her landlord will increase her rent by the end of spring.
- 100 indicates Bonnie believes there is a 100% chance that her landlord will increase her rent by the end of spring.",Bonnie believes it's doubtful that her landlord will increase her rent by the end of spring.,"Provide a number between 0 and 100 that reflects, from Bonnie's perspective, the probability (expressed as a percentage) that her landlord will increase her rent by the end of spring.",7905cead7acfd3046b143100218fc63e,0,- 0 indicates Bonnie believes there is a 0% chance that her landlord will increase her rent by the end of spring.,- 100 indicates Bonnie believes there is a 100% chance that her landlord will increase her rent by the end of spring.
future,Lance,male,"{'their': 'his', 'they': 'he'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,very unlikely,future_13,[[their]] coworkers will go on strike this year.,"Lance believes it's very unlikely that his coworkers will go on strike this year.

Provide a number between 0 and 100 that reflects, from Lance's perspective, the probability (expressed as a percentage) that his coworkers will go on strike this year.

- 0 indicates Lance believes there is a 0% chance that his coworkers will go on strike this year.
- 100 indicates Lance believes there is a 100% chance that his coworkers will go on strike this year.",Lance believes it's very unlikely that his coworkers will go on strike this year.,"Provide a number between 0 and 100 that reflects, from Lance's perspective, the probability (expressed as a percentage) that his coworkers will go on strike this year.",145989235bd6558d32b977f3756a969c,0,- 0 indicates Lance believes there is a 0% chance that his coworkers will go on strike this year.,- 100 indicates Lance believes there is a 100% chance that his coworkers will go on strike this year.
future,Joey,male,"{'their': 'his', 'they': 'he'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,highly unlikely,future_14,the hotels nearby will be fully booked by mid January.,"Joey believes it's highly unlikely that the hotels nearby will be fully booked by mid January.

Provide a number between 0 and 100 that reflects, from Joey's perspective, the probability (expressed as a percentage) that the hotels nearby will be fully booked by mid January.

- 0 indicates Joey believes there is a 0% chance that the hotels nearby will be fully booked by mid January.
- 100 indicates Joey believes there is a 100% chance that the hotels nearby will be fully booked by mid January.",Joey believes it's highly unlikely that the hotels nearby will be fully booked by mid January.,"Provide a number between 0 and 100 that reflects, from Joey's perspective, the probability (expressed as a percentage) that the hotels nearby will be fully booked by mid January.",6cbb0d0fede8d954a18e657bc83c0cb7,0,- 0 indicates Joey believes there is a 0% chance that the hotels nearby will be fully booked by mid January.,- 100 indicates Joey believes there is a 100% chance that the hotels nearby will be fully booked by mid January.
possession,Laura,female,"{'their': 'her', 'they': 'she'}","[[name]] believes [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",True,control,possession_0,[[their]] boss owns a blue car.,"Laura believes her boss owns a blue car.

Provide a number between 0 and 100 that reflects, from Laura's perspective, the probability (expressed as a percentage) that her boss owns a blue car.

- 0 indicates Laura believes there is a 0% chance that her boss owns a blue car.
- 100 indicates Laura believes there is a 100% chance that her boss owns a blue car.",Laura believes her boss owns a blue car.,"Provide a number between 0 and 100 that reflects, from Laura's perspective, the probability (expressed as a percentage) that her boss owns a blue car.",ec76e871c98dbe0537013c7732eb4be6,0,- 0 indicates Laura believes there is a 0% chance that her boss owns a blue car.,- 100 indicates Laura believes there is a 100% chance that her boss owns a blue car.
possession,Jessica,female,"{'their': 'her', 'they': 'she'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,almost certain,possession_1,[[their]] friend has a leather jacket.,"Jessica believes it's almost certain that her friend has a leather jacket.

Provide a number between 0 and 100 that reflects, from Jessica's perspective, the probability (expressed as a percentage) that her friend has a leather jacket.

- 0 indicates Jessica believes there is a 0% chance that her friend has a leather jacket.
- 100 indicates Jessica believes there is a 100% chance that her friend has a leather jacket.",Jessica believes it's almost certain that her friend has a leather jacket.,"Provide a number between 0 and 100 that reflects, from Jessica's perspective, the probability (expressed as a percentage) that her friend has a leather jacket.",e58e80469302030093acf8c23ebf76fe,0,- 0 indicates Jessica believes there is a 0% chance that her friend has a leather jacket.,- 100 indicates Jessica believes there is a 100% chance that her friend has a leather jacket.
possession,Amanda,female,"{'their': 'her', 'they': 'she'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,highly likely,possession_2,[[their]] cousin has a vegetable garden.,"Amanda believes it's highly likely that her cousin has a vegetable garden.

Provide a number between 0 and 100 that reflects, from Amanda's perspective, the probability (expressed as a percentage) that her cousin has a vegetable garden.

- 0 indicates Amanda believes there is a 0% chance that her cousin has a vegetable garden.
- 100 indicates Amanda believes there is a 100% chance that her cousin has a vegetable garden.",Amanda believes it's highly likely that her cousin has a vegetable garden.,"Provide a number between 0 and 100 that reflects, from Amanda's perspective, the probability (expressed as a percentage) that her cousin has a vegetable garden.",c78f4459b1928e95c3d58e5f91b59b1c,0,- 0 indicates Amanda believes there is a 0% chance that her cousin has a vegetable garden.,- 100 indicates Amanda believes there is a 100% chance that her cousin has a vegetable garden.
possession,Jacquelyn,female,"{'their': 'her', 'they': 'she'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,very likely,possession_3,[[their]] classmate owns a guitar.,"Jacquelyn believes it's very likely that her classmate owns a guitar.

Provide a number between 0 and 100 that reflects, from Jacquelyn's perspective, the probability (expressed as a percentage) that her classmate owns a guitar.

- 0 indicates Jacquelyn believes there is a 0% chance that her classmate owns a guitar.
- 100 indicates Jacquelyn believes there is a 100% chance that her classmate owns a guitar.",Jacquelyn believes it's very likely that her classmate owns a guitar.,"Provide a number between 0 and 100 that reflects, from Jacquelyn's perspective, the probability (expressed as a percentage) that her classmate owns a guitar.",37a066e7056249a51edcde7ef8cd0b0d,0,- 0 indicates Jacquelyn believes there is a 0% chance that her classmate owns a guitar.,- 100 indicates Jacquelyn believes there is a 100% chance that her classmate owns a guitar.
possession,Nick,male,"{'their': 'his', 'they': 'he'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,probable,possession_4,[[their]] boss has a stereo amplifier.,"Nick believes it's probable that his boss has a stereo amplifier.

Provide a number between 0 and 100 that reflects, from Nick's perspective, the probability (expressed as a percentage) that his boss has a stereo amplifier.

- 0 indicates Nick believes there is a 0% chance that his boss has a stereo amplifier.
- 100 indicates Nick believes there is a 100% chance that his boss has a stereo amplifier.",Nick believes it's probable that his boss has a stereo amplifier.,"Provide a number between 0 and 100 that reflects, from Nick's perspective, the probability (expressed as a percentage) that his boss has a stereo amplifier.",5df26c25672be3470b4b43d5bb222093,0,- 0 indicates Nick believes there is a 0% chance that his boss has a stereo amplifier.,- 100 indicates Nick believes there is a 100% chance that his boss has a stereo amplifier.
possession,Johnnie,male,"{'their': 'his', 'they': 'he'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,likely,possession_5,[[their]] friend owns a pressure cooker.,"Johnnie believes it's likely that his friend owns a pressure cooker.

Provide a number between 0 and 100 that reflects, from Johnnie's perspective, the probability (expressed as a percentage) that his friend owns a pressure cooker.

- 0 indicates Johnnie believes there is a 0% chance that his friend owns a pressure cooker.
- 100 indicates Johnnie believes there is a 100% chance that his friend owns a pressure cooker.",Johnnie believes it's likely that his friend owns a pressure cooker.,"Provide a number between 0 and 100 that reflects, from Johnnie's perspective, the probability (expressed as a percentage) that his friend owns a pressure cooker.",e8d2c96a9b371c4f4ee6fdb30d59c9b4,0,- 0 indicates Johnnie believes there is a 0% chance that his friend owns a pressure cooker.,- 100 indicates Johnnie believes there is a 100% chance that his friend owns a pressure cooker.
possession,Catherine,female,"{'their': 'her', 'they': 'she'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,somewhat likely,possession_6,[[their]] cousin owns a blue bicycle.,"Catherine believes it's somewhat likely that her cousin owns a blue bicycle.

Provide a number between 0 and 100 that reflects, from Catherine's perspective, the probability (expressed as a percentage) that her cousin owns a blue bicycle.

- 0 indicates Catherine believes there is a 0% chance that her cousin owns a blue bicycle.
- 100 indicates Catherine believes there is a 100% chance that her cousin owns a blue bicycle.",Catherine believes it's somewhat likely that her cousin owns a blue bicycle.,"Provide a number between 0 and 100 that reflects, from Catherine's perspective, the probability (expressed as a percentage) that her cousin owns a blue bicycle.",f9c7c322fc12fc6e4ced8901d4040b6d,0,- 0 indicates Catherine believes there is a 0% chance that her cousin owns a blue bicycle.,- 100 indicates Catherine believes there is a 100% chance that her cousin owns a blue bicycle.
possession,Raul,male,"{'their': 'his', 'they': 'he'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,somewhat unlikely,possession_7,[[their]] neighbors have two tickets to the concert in town next Friday.,"Raul believes it's somewhat unlikely that his neighbors have two tickets to the concert in town next Friday.

Provide a number between 0 and 100 that reflects, from Raul's perspective, the probability (expressed as a percentage) that his neighbors have two tickets to the concert in town next Friday.

- 0 indicates Raul believes there is a 0% chance that his neighbors have two tickets to the concert in town next Friday.
- 100 indicates Raul believes there is a 100% chance that his neighbors have two tickets to the concert in town next Friday.",Raul believes it's somewhat unlikely that his neighbors have two tickets to the concert in town next Friday.,"Provide a number between 0 and 100 that reflects, from Raul's perspective, the probability (expressed as a percentage) that his neighbors have two tickets to the concert in town next Friday.",50e4ec881a0586a8378d7d14095e2b7d,0,- 0 indicates Raul believes there is a 0% chance that his neighbors have two tickets to the concert in town next Friday.,- 100 indicates Raul believes there is a 100% chance that his neighbors have two tickets to the concert in town next Friday.
possession,Olga,female,"{'their': 'her', 'they': 'she'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,uncertain,possession_8,[[their]] boss has three pets.,"Olga believes it's uncertain that her boss has three pets.

Provide a number between 0 and 100 that reflects, from Olga's perspective, the probability (expressed as a percentage) that her boss has three pets.

- 0 indicates Olga believes there is a 0% chance that her boss has three pets.
- 100 indicates Olga believes there is a 100% chance that her boss has three pets.",Olga believes it's uncertain that her boss has three pets.,"Provide a number between 0 and 100 that reflects, from Olga's perspective, the probability (expressed as a percentage) that her boss has three pets.",abe18c49c5b4e4eeb8b13f0afd27bef0,0,- 0 indicates Olga believes there is a 0% chance that her boss has three pets.,- 100 indicates Olga believes there is a 100% chance that her boss has three pets.
possession,Bruce,male,"{'their': 'his', 'they': 'he'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,possible,possession_9,[[their]] friend has all the necessary gear for a camping trip.,"Bruce believes it's possible that his friend has all the necessary gear for a camping trip.

Provide a number between 0 and 100 that reflects, from Bruce's perspective, the probability (expressed as a percentage) that his friend has all the necessary gear for a camping trip.

- 0 indicates Bruce believes there is a 0% chance that his friend has all the necessary gear for a camping trip.
- 100 indicates Bruce believes there is a 100% chance that his friend has all the necessary gear for a camping trip.",Bruce believes it's possible that his friend has all the necessary gear for a camping trip.,"Provide a number between 0 and 100 that reflects, from Bruce's perspective, the probability (expressed as a percentage) that his friend has all the necessary gear for a camping trip.",1c323976b05ca8dc0f7d6d110d328b5c,0,- 0 indicates Bruce believes there is a 0% chance that his friend has all the necessary gear for a camping trip.,- 100 indicates Bruce believes there is a 100% chance that his friend has all the necessary gear for a camping trip.
