statement_type,name,gender,pronouns,template,is_control,uncertainty_expression,statement_id,statement,prompt,prompt_example,prompt_instruction,statement_uuid,file_id,prompt_instruction_0,prompt_instruction_100
history_of_art__true,Jacquelyn,female,"{'their': 'her', 'they': 'she'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,unlikely,history_of_art__true_0,the Mona Lisa is a famous painting by Leonardo da Vinci.,"Jacquelyn believes it's unlikely that the Mona Lisa is a famous painting by Leonardo da Vinci.

Provide a number between 0 and 100 that reflects, from Jacquelyn's perspective, the probability (expressed as a percentage) that the Mona Lisa is a famous painting by Leonardo da Vinci.

- 0 indicates Jacquelyn believes there is a 0% chance that the Mona Lisa is a famous painting by Leonardo da Vinci.
- 100 indicates Jacquelyn believes there is a 100% chance that the Mona Lisa is a famous painting by Leonardo da Vinci.",Jacquelyn believes it's unlikely that the Mona Lisa is a famous painting by Leonardo da Vinci.,"Provide a number between 0 and 100 that reflects, from Jacquelyn's perspective, the probability (expressed as a percentage) that the Mona Lisa is a famous painting by Leonardo da Vinci.",38e3f48c53c3449def5f2c1e9c8a751b,0,- 0 indicates Jacquelyn believes there is a 0% chance that the Mona Lisa is a famous painting by Leonardo da Vinci.,- 100 indicates Jacquelyn believes there is a 100% chance that the Mona Lisa is a famous painting by Leonardo da Vinci.
history_of_art__true,Nick,male,"{'their': 'his', 'they': 'he'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,not likely,history_of_art__true_1,the Scream is the best known painting by Edvard Munch.,"Nick believes it's not likely that the Scream is the best known painting by Edvard Munch.

Provide a number between 0 and 100 that reflects, from Nick's perspective, the probability (expressed as a percentage) that the Scream is the best known painting by Edvard Munch.

- 0 indicates Nick believes there is a 0% chance that the Scream is the best known painting by Edvard Munch.
- 100 indicates Nick believes there is a 100% chance that the Scream is the best known painting by Edvard Munch.",Nick believes it's not likely that the Scream is the best known painting by Edvard Munch.,"Provide a number between 0 and 100 that reflects, from Nick's perspective, the probability (expressed as a percentage) that the Scream is the best known painting by Edvard Munch.",80750e067a0ef2d1173bb86ba1e12ddb,0,- 0 indicates Nick believes there is a 0% chance that the Scream is the best known painting by Edvard Munch.,- 100 indicates Nick believes there is a 100% chance that the Scream is the best known painting by Edvard Munch.
history_of_art__true,Brendan,male,"{'their': 'his', 'they': 'he'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,doubtful,history_of_art__true_2,Andy Warhol became a famous artist in the 1960s for painting soup cans and soap boxes.,"Brendan believes it's doubtful that Andy Warhol became a famous artist in the 1960s for painting soup cans and soap boxes.

Provide a number between 0 and 100 that reflects, from Brendan's perspective, the probability (expressed as a percentage) that Andy Warhol became a famous artist in the 1960s for painting soup cans and soap boxes.

- 0 indicates Brendan believes there is a 0% chance that Andy Warhol became a famous artist in the 1960s for painting soup cans and soap boxes.
- 100 indicates Brendan believes there is a 100% chance that Andy Warhol became a famous artist in the 1960s for painting soup cans and soap boxes.",Brendan believes it's doubtful that Andy Warhol became a famous artist in the 1960s for painting soup cans and soap boxes.,"Provide a number between 0 and 100 that reflects, from Brendan's perspective, the probability (expressed as a percentage) that Andy Warhol became a famous artist in the 1960s for painting soup cans and soap boxes.",30d39352de0b2cf381ea769b73cb86ca,0,- 0 indicates Brendan believes there is a 0% chance that Andy Warhol became a famous artist in the 1960s for painting soup cans and soap boxes.,- 100 indicates Brendan believes there is a 100% chance that Andy Warhol became a famous artist in the 1960s for painting soup cans and soap boxes.
history_of_art__true,Jeffery,male,"{'their': 'his', 'they': 'he'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,very unlikely,history_of_art__true_3,Pablo Picasso was a major force in Cubism.,"Jeffery believes it's very unlikely that Pablo Picasso was a major force in Cubism.

Provide a number between 0 and 100 that reflects, from Jeffery's perspective, the probability (expressed as a percentage) that Pablo Picasso was a major force in Cubism.

- 0 indicates Jeffery believes there is a 0% chance that Pablo Picasso was a major force in Cubism.
- 100 indicates Jeffery believes there is a 100% chance that Pablo Picasso was a major force in Cubism.",Jeffery believes it's very unlikely that Pablo Picasso was a major force in Cubism.,"Provide a number between 0 and 100 that reflects, from Jeffery's perspective, the probability (expressed as a percentage) that Pablo Picasso was a major force in Cubism.",7e41ce016209d0c892174da2e04e7ae8,0,- 0 indicates Jeffery believes there is a 0% chance that Pablo Picasso was a major force in Cubism.,- 100 indicates Jeffery believes there is a 100% chance that Pablo Picasso was a major force in Cubism.
history_of_art__true,Cheri,female,"{'their': 'her', 'they': 'she'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,highly unlikely,history_of_art__true_4,the painter Frida Kahlo was Mexican.,"Cheri believes it's highly unlikely that the painter Frida Kahlo was Mexican.

Provide a number between 0 and 100 that reflects, from Cheri's perspective, the probability (expressed as a percentage) that the painter Frida Kahlo was Mexican.

- 0 indicates Cheri believes there is a 0% chance that the painter Frida Kahlo was Mexican.
- 100 indicates Cheri believes there is a 100% chance that the painter Frida Kahlo was Mexican.",Cheri believes it's highly unlikely that the painter Frida Kahlo was Mexican.,"Provide a number between 0 and 100 that reflects, from Cheri's perspective, the probability (expressed as a percentage) that the painter Frida Kahlo was Mexican.",054837e32e6c551ba4d72f0db0a2f1f9,0,- 0 indicates Cheri believes there is a 0% chance that the painter Frida Kahlo was Mexican.,- 100 indicates Cheri believes there is a 100% chance that the painter Frida Kahlo was Mexican.
history_of_art__false,Johnnie,male,"{'their': 'his', 'they': 'he'}","[[name]] believes [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",True,control,history_of_art__false_0,babillism is the technique of applying paint in small dots.,"Johnnie believes babillism is the technique of applying paint in small dots.

Provide a number between 0 and 100 that reflects, from Johnnie's perspective, the probability (expressed as a percentage) that babillism is the technique of applying paint in small dots.

- 0 indicates Johnnie believes there is a 0% chance that babillism is the technique of applying paint in small dots.
- 100 indicates Johnnie believes there is a 100% chance that babillism is the technique of applying paint in small dots.",Johnnie believes babillism is the technique of applying paint in small dots.,"Provide a number between 0 and 100 that reflects, from Johnnie's perspective, the probability (expressed as a percentage) that babillism is the technique of applying paint in small dots.",21b7d29d9e45716797cbc6750fc216a2,0,- 0 indicates Johnnie believes there is a 0% chance that babillism is the technique of applying paint in small dots.,- 100 indicates Johnnie believes there is a 100% chance that babillism is the technique of applying paint in small dots.
history_of_art__false,David,male,"{'their': 'his', 'they': 'he'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,almost certain,history_of_art__false_1,the Renaissance took place in Asia.,"David believes it's almost certain that the Renaissance took place in Asia.

Provide a number between 0 and 100 that reflects, from David's perspective, the probability (expressed as a percentage) that the Renaissance took place in Asia.

- 0 indicates David believes there is a 0% chance that the Renaissance took place in Asia.
- 100 indicates David believes there is a 100% chance that the Renaissance took place in Asia.",David believes it's almost certain that the Renaissance took place in Asia.,"Provide a number between 0 and 100 that reflects, from David's perspective, the probability (expressed as a percentage) that the Renaissance took place in Asia.",84203d7ad03e23acb1031a877749eaf5,0,- 0 indicates David believes there is a 0% chance that the Renaissance took place in Asia.,- 100 indicates David believes there is a 100% chance that the Renaissance took place in Asia.
history_of_art__false,Tara,female,"{'their': 'her', 'they': 'she'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,highly likely,history_of_art__false_2,the Renaissance and the Risorgimento are two major historical events in the USA.,"Tara believes it's highly likely that the Renaissance and the Risorgimento are two major historical events in the USA.

Provide a number between 0 and 100 that reflects, from Tara's perspective, the probability (expressed as a percentage) that the Renaissance and the Risorgimento are two major historical events in the USA.

- 0 indicates Tara believes there is a 0% chance that the Renaissance and the Risorgimento are two major historical events in the USA.
- 100 indicates Tara believes there is a 100% chance that the Renaissance and the Risorgimento are two major historical events in the USA.",Tara believes it's highly likely that the Renaissance and the Risorgimento are two major historical events in the USA.,"Provide a number between 0 and 100 that reflects, from Tara's perspective, the probability (expressed as a percentage) that the Renaissance and the Risorgimento are two major historical events in the USA.",83a4814dbcd37add2aaa769f166cecc7,0,- 0 indicates Tara believes there is a 0% chance that the Renaissance and the Risorgimento are two major historical events in the USA.,- 100 indicates Tara believes there is a 100% chance that the Renaissance and the Risorgimento are two major historical events in the USA.
history_of_art__false,Catherine,female,"{'their': 'her', 'they': 'she'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,very likely,history_of_art__false_3,John Currin is a 20th century artist nicknamed Jack The Dripper.,"Catherine believes it's very likely that John Currin is a 20th century artist nicknamed Jack The Dripper.

Provide a number between 0 and 100 that reflects, from Catherine's perspective, the probability (expressed as a percentage) that John Currin is a 20th century artist nicknamed Jack The Dripper.

- 0 indicates Catherine believes there is a 0% chance that John Currin is a 20th century artist nicknamed Jack The Dripper.
- 100 indicates Catherine believes there is a 100% chance that John Currin is a 20th century artist nicknamed Jack The Dripper.",Catherine believes it's very likely that John Currin is a 20th century artist nicknamed Jack The Dripper.,"Provide a number between 0 and 100 that reflects, from Catherine's perspective, the probability (expressed as a percentage) that John Currin is a 20th century artist nicknamed Jack The Dripper.",5a81c3eff7914b1df71b9ddd54aaff90,0,- 0 indicates Catherine believes there is a 0% chance that John Currin is a 20th century artist nicknamed Jack The Dripper.,- 100 indicates Catherine believes there is a 100% chance that John Currin is a 20th century artist nicknamed Jack The Dripper.
history_of_art__false,Gabriela,female,"{'their': 'her', 'they': 'she'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,probable,history_of_art__false_4,The Thinker is a sculpture by Barbara Hepworth.,"Gabriela believes it's probable that The Thinker is a sculpture by Barbara Hepworth.

Provide a number between 0 and 100 that reflects, from Gabriela's perspective, the probability (expressed as a percentage) that The Thinker is a sculpture by Barbara Hepworth.

- 0 indicates Gabriela believes there is a 0% chance that The Thinker is a sculpture by Barbara Hepworth.
- 100 indicates Gabriela believes there is a 100% chance that The Thinker is a sculpture by Barbara Hepworth.",Gabriela believes it's probable that The Thinker is a sculpture by Barbara Hepworth.,"Provide a number between 0 and 100 that reflects, from Gabriela's perspective, the probability (expressed as a percentage) that The Thinker is a sculpture by Barbara Hepworth.",e50f2ec044e46e8b0f3bd986ea27a322,0,- 0 indicates Gabriela believes there is a 0% chance that The Thinker is a sculpture by Barbara Hepworth.,- 100 indicates Gabriela believes there is a 100% chance that The Thinker is a sculpture by Barbara Hepworth.
science__true,Violet,female,"{'their': 'her', 'they': 'she'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,likely,science__true_0,water’s chemical formula is H2O.,"Violet believes it's likely that water’s chemical formula is H2O.

Provide a number between 0 and 100 that reflects, from Violet's perspective, the probability (expressed as a percentage) that water’s chemical formula is H2O.

- 0 indicates Violet believes there is a 0% chance that water’s chemical formula is H2O.
- 100 indicates Violet believes there is a 100% chance that water’s chemical formula is H2O.",Violet believes it's likely that water’s chemical formula is H2O.,"Provide a number between 0 and 100 that reflects, from Violet's perspective, the probability (expressed as a percentage) that water’s chemical formula is H2O.",2f2c4afe21a82d07570459a91e764cf1,0,- 0 indicates Violet believes there is a 0% chance that water’s chemical formula is H2O.,- 100 indicates Violet believes there is a 100% chance that water’s chemical formula is H2O.
science__true,Raul,male,"{'their': 'his', 'they': 'he'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,somewhat likely,science__true_1,pH is a measure of the acidity or basicity of a substance.,"Raul believes it's somewhat likely that pH is a measure of the acidity or basicity of a substance.

Provide a number between 0 and 100 that reflects, from Raul's perspective, the probability (expressed as a percentage) that pH is a measure of the acidity or basicity of a substance.

- 0 indicates Raul believes there is a 0% chance that pH is a measure of the acidity or basicity of a substance.
- 100 indicates Raul believes there is a 100% chance that pH is a measure of the acidity or basicity of a substance.",Raul believes it's somewhat likely that pH is a measure of the acidity or basicity of a substance.,"Provide a number between 0 and 100 that reflects, from Raul's perspective, the probability (expressed as a percentage) that pH is a measure of the acidity or basicity of a substance.",a38bc874498972325628b93751bb7e42,0,- 0 indicates Raul believes there is a 0% chance that pH is a measure of the acidity or basicity of a substance.,- 100 indicates Raul believes there is a 100% chance that pH is a measure of the acidity or basicity of a substance.
science__true,Nathan,male,"{'their': 'his', 'they': 'he'}","[[name]] believes it's [[uncertainty]] that [[statement]]

Provide a number between 0 and 100 that reflects, from [[name]]'s perspective, the probability (expressed as a percentage) that [[statement]]

- 0 indicates [[name]] believes there is a 0% chance that [[statement]]
- 100 indicates [[name]] believes there is a 100% chance that [[statement]]",False,somewhat unlikely,science__true_2,the nearest planet to the sun is Mercury.,"Nathan believes it's somewhat unlikely that the nearest planet to the sun is Mercury.

Provide a number between 0 and 100 that reflects, from Nathan's perspective, the probability (expressed as a percentage) that the nearest planet to the sun is Mercury.

- 0 indicates Nathan believes there is a 0% chance that the nearest planet to the sun is Mercury.
- 100 indicates Nathan believes there is a 100% chance that the nearest planet to the sun is Mercury.",Nathan believes it's somewhat unlikely that the nearest planet to the sun is Mercury.,"Provide a number between 0 and 100 that reflects, from Nathan's perspective, the probability (expressed as a percentage) that the nearest planet to the sun is Mercury.",f9e575dbaaa2381ffe237a9eb5eb9e24,0,- 0 indicates Nathan believes there is a 0% chance that the nearest planet to the sun is Mercury.,- 100 indicates Nathan believes there is a 100% chance that the nearest planet to the sun is Mercury.
