,firebase_id,rho,prolific_pid,session_id,sentence_set_id,total_time_taken,question_id,question_index,statement_id,statement_text,name,gender,uncertainty_expression,response,time_taken,exp_order_int,include_participant
10,1kU8F49rsUPJTwO552cRIzkBfrt1,0.8872442622820285,5bae077b542eed0001384369,661c96e039b02af1c6909773,10__imperfect_knowledge__preference,892.493,27,11,preference_12,Brendan believes it's somewhat unlikely that his friend prefers science fiction books over fantasy books.,Brendan,male,somewhat unlikely,10,10.985999999999999,5,True
11,1kU8F49rsUPJTwO552cRIzkBfrt1,0.8872442622820285,5bae077b542eed0001384369,661c96e039b02af1c6909773,10__imperfect_knowledge__preference,892.493,23,12,preference_8,Olga believes it's very likely that her neighbor prefers sunrise over sunset.,Olga,female,very likely,85,10.12,12,True
12,1kU8F49rsUPJTwO552cRIzkBfrt1,0.8872442622820285,5bae077b542eed0001384369,661c96e039b02af1c6909773,10__imperfect_knowledge__preference,892.493,21,13,preference_6,Catherine believes it's almost certain that her boss prefers yoga over pilates.,Catherine,female,almost certain,95,16.429000000000002,14,True
13,1kU8F49rsUPJTwO552cRIzkBfrt1,0.8872442622820285,5bae077b542eed0001384369,661c96e039b02af1c6909773,10__imperfect_knowledge__preference,892.493,1,14,imperfect_knowledge_1,Ethel believes it's not likely that the new museum is offering complimentary admission.,Ethel,female,not likely,10,8.1,3,True
14,1kU8F49rsUPJTwO552cRIzkBfrt1,0.8872442622820285,5bae077b542eed0001384369,661c96e039b02af1c6909773,10__imperfect_knowledge__preference,892.493,17,15,preference_2,Amanda believes it's doubtful that her friend prefers running over cycling.,Amanda,female,doubtful,10,11.32,4,True
15,1kU8F49rsUPJTwO552cRIzkBfrt1,0.8872442622820285,5bae077b542eed0001384369,661c96e039b02af1c6909773,10__imperfect_knowledge__preference,892.493,2,16,imperfect_knowledge_2,Silvia believes it's doubtful that there is a yoga studio within 2 miles of her workplace.,Silvia,female,doubtful,10,4.2,4,True
16,1kU8F49rsUPJTwO552cRIzkBfrt1,0.8872442622820285,5bae077b542eed0001384369,661c96e039b02af1c6909773,10__imperfect_knowledge__preference,892.493,26,17,preference_11,Violet believes it's somewhat likely that her neighbor prefers dogs over cats.,Violet,female,somewhat likely,85,9.192,8,True
17,1kU8F49rsUPJTwO552cRIzkBfrt1,0.8872442622820285,5bae077b542eed0001384369,661c96e039b02af1c6909773,10__imperfect_knowledge__preference,892.493,12,18,imperfect_knowledge_12,Bonnie believes it's somewhat unlikely that she can recall the names of at least seventy countries.,Bonnie,female,somewhat unlikely,15,10.152,5,True
18,1kU8F49rsUPJTwO552cRIzkBfrt1,0.8872442622820285,5bae077b542eed0001384369,661c96e039b02af1c6909773,10__imperfect_knowledge__preference,892.493,22,19,preference_7,Raul believes it's highly likely that his friend prefers stargazing over birdwatching.,Raul,male,highly likely,95,17.015,13,True
19,1kU8F49rsUPJTwO552cRIzkBfrt1,0.8872442622820285,5bae077b542eed0001384369,661c96e039b02af1c6909773,10__imperfect_knowledge__preference,892.493,8,20,imperfect_knowledge_8,Camille believes it's very likely that she can derive the theorem presented in class today within 5 minutes.,Camille,female,very likely,95,29.951999999999998,12,True
20,1kU8F49rsUPJTwO552cRIzkBfrt1,0.8872442622820285,5bae077b542eed0001384369,661c96e039b02af1c6909773,10__imperfect_knowledge__preference,892.493,5,21,imperfect_knowledge_5,David believes his presentation on macroeconomics takes 45 minutes.,David,male,control,95,9.212,11,True
21,1kU8F49rsUPJTwO552cRIzkBfrt1,0.8872442622820285,5bae077b542eed0001384369,661c96e039b02af1c6909773,10__imperfect_knowledge__preference,892.493,16,22,preference_1,Jessica believes it's not likely that her boss prefers coffee over tea.,Jessica,female,not likely,10,11.08,3,True
22,1kU8F49rsUPJTwO552cRIzkBfrt1,0.8872442622820285,5bae077b542eed0001384369,661c96e039b02af1c6909773,10__imperfect_knowledge__preference,892.493,29,23,preference_14,Jeffery believes it's possible that his neighbor prefers dancing over singing.,Jeffery,male,possible,80,6.367000000000001,7,True
23,1kU8F49rsUPJTwO552cRIzkBfrt1,0.8872442622820285,5bae077b542eed0001384369,661c96e039b02af1c6909773,10__imperfect_knowledge__preference,892.493,24,24,preference_9,Bruce believes it's probable that his coworker prefers Chinese food over Mexican food.,Bruce,male,probable,85,14.870999999999999,9,True
24,1kU8F49rsUPJTwO552cRIzkBfrt1,0.8872442622820285,5bae077b542eed0001384369,661c96e039b02af1c6909773,10__imperfect_knowledge__preference,892.493,13,25,imperfect_knowledge_13,Lance believes it's uncertain that his boss meets the new client at least two times per week.,Lance,male,uncertain,10,9.378,6,True
25,1kU8F49rsUPJTwO552cRIzkBfrt1,0.8872442622820285,5bae077b542eed0001384369,661c96e039b02af1c6909773,10__imperfect_knowledge__preference,892.493,9,26,imperfect_knowledge_9,Marco believes it's probable that the local college baseball game starts at 9am on Sunday.,Marco,male,probable,90,10.895,9,True
26,1kU8F49rsUPJTwO552cRIzkBfrt1,0.8872442622820285,5bae077b542eed0001384369,661c96e039b02af1c6909773,10__imperfect_knowledge__preference,892.493,4,27,imperfect_knowledge_4,Kenny believes it's highly unlikely that the temperature in the office is at least 72 degrees Fahrenheit.,Kenny,male,highly unlikely,10,43.74100000000001,1,True
27,1kU8F49rsUPJTwO552cRIzkBfrt1,0.8872442622820285,5bae077b542eed0001384369,661c96e039b02af1c6909773,10__imperfect_knowledge__preference,892.493,14,28,imperfect_knowledge_14,Joey believes it's possible that everything fits in his suitcase.,Joey,male,possible,90,19.236,7,True
28,1kU8F49rsUPJTwO552cRIzkBfrt1,0.8872442622820285,5bae077b542eed0001384369,661c96e039b02af1c6909773,10__imperfect_knowledge__preference,892.493,28,29,preference_13,Tara believes it's uncertain that her cousin prefers headphones over earbuds.,Tara,female,uncertain,15,9.956,6,True
29,1kU8F49rsUPJTwO552cRIzkBfrt1,0.8872442622820285,5bae077b542eed0001384369,661c96e039b02af1c6909773,10__imperfect_knowledge__preference,892.493,3,30,imperfect_knowledge_3,Mike believes it's very unlikely that there are more than eighty students in the auditorium right now.,Mike,male,very unlikely,5,8.097000000000001,0,True
30,280zzjPNAfUUIiDLw9kcR6hDYmf1,0.8647225682471221,64f89ef9b3a1c4b51c4996f2,6616bba695f9bfb0c4334c11,2__future__possession,323.399,10,1,future_10,Roxanne believes it's doubtful that her patient will survive another three months.,Roxanne,female,doubtful,10,14.293,4,True
31,280zzjPNAfUUIiDLw9kcR6hDYmf1,0.8647225682471221,64f89ef9b3a1c4b51c4996f2,6616bba695f9bfb0c4334c11,2__future__possession,323.399,21,2,possession_6,Catherine believes it's uncertain that her cousin owns a blue bicycle.,Catherine,female,uncertain,45,7.452000000000001,6,True
32,280zzjPNAfUUIiDLw9kcR6hDYmf1,0.8647225682471221,64f89ef9b3a1c4b51c4996f2,6616bba695f9bfb0c4334c11,2__future__possession,323.399,12,3,future_12,Bonnie believes it's highly unlikely that her landlord will increase her rent by the end of spring.,Bonnie,female,highly unlikely,5,14.465,1,True
33,280zzjPNAfUUIiDLw9kcR6hDYmf1,0.8647225682471221,64f89ef9b3a1c4b51c4996f2,6616bba695f9bfb0c4334c11,2__future__possession,323.399,15,4,possession_0,Laura believes it's highly likely that her boss owns a blue car.,Laura,female,highly likely,95,7.561,13,True
34,280zzjPNAfUUIiDLw9kcR6hDYmf1,0.8647225682471221,64f89ef9b3a1c4b51c4996f2,6616bba695f9bfb0c4334c11,2__future__possession,323.399,3,5,future_3,Mike believes it's likely that there will be vegetarian options at the barbecue.,Mike,male,likely,55,6.855,10,True
35,280zzjPNAfUUIiDLw9kcR6hDYmf1,0.8647225682471221,64f89ef9b3a1c4b51c4996f2,6616bba695f9bfb0c4334c11,2__future__possession,323.399,25,6,possession_10,Isaac believes it's doubtful that his cousin owns a high-quality camera.,Isaac,male,doubtful,40,9.352,4,True
36,280zzjPNAfUUIiDLw9kcR6hDYmf1,0.8647225682471221,64f89ef9b3a1c4b51c4996f2,6616bba695f9bfb0c4334c11,2__future__possession,323.399,24,7,possession_9,Bruce believes it's not likely that his friend has all the necessary gear for a camping trip.,Bruce,male,not likely,20,20.976999999999997,3,True
37,280zzjPNAfUUIiDLw9kcR6hDYmf1,0.8647225682471221,64f89ef9b3a1c4b51c4996f2,6616bba695f9bfb0c4334c11,2__future__possession,323.399,8,8,future_8,Camille believes it's unlikely that her country will be impacted by a hurricane next year.,Camille,female,unlikely,30,7.962000000000001,2,True
38,280zzjPNAfUUIiDLw9kcR6hDYmf1,0.8647225682471221,64f89ef9b3a1c4b51c4996f2,6616bba695f9bfb0c4334c11,2__future__possession,323.399,17,9,possession_2,Amanda believes it's probable that her cousin has a vegetable garden.,Amanda,female,probable,85,6.13,9,True
39,280zzjPNAfUUIiDLw9kcR6hDYmf1,0.8647225682471221,64f89ef9b3a1c4b51c4996f2,6616bba695f9bfb0c4334c11,2__future__possession,323.399,0,10,future_0,Gabriela believes it's highly likely that she will buy a new watch this Thanksgiving weekend.,Gabriela,female,highly likely,90,7.209,13,True
40,280zzjPNAfUUIiDLw9kcR6hDYmf1,0.8647225682471221,64f89ef9b3a1c4b51c4996f2,6616bba695f9bfb0c4334c11,2__future__possession,323.399,14,11,future_14,Joey believes it's almost certain that the hotels nearby will be fully booked by mid January.,Joey,male,almost certain,95,6.962999999999999,14,True
41,280zzjPNAfUUIiDLw9kcR6hDYmf1,0.8647225682471221,64f89ef9b3a1c4b51c4996f2,6616bba695f9bfb0c4334c11,2__future__possession,323.399,13,12,future_13,Lance believes his coworkers will go on strike this year.,Lance,male,control,100,7.098,11,True
42,280zzjPNAfUUIiDLw9kcR6hDYmf1,0.8647225682471221,64f89ef9b3a1c4b51c4996f2,6616bba695f9bfb0c4334c11,2__future__possession,323.399,22,13,possession_7,Raul believes it's possible that his neighbors have two tickets to the concert in town next Friday.,Raul,male,possible,60,11.296,7,True
43,280zzjPNAfUUIiDLw9kcR6hDYmf1,0.8647225682471221,64f89ef9b3a1c4b51c4996f2,6616bba695f9bfb0c4334c11,2__future__possession,323.399,28,14,possession_13,Tara believes her friend has the right skills for the job.,Tara,female,control,100,5.957999999999999,11,True
44,280zzjPNAfUUIiDLw9kcR6hDYmf1,0.8647225682471221,64f89ef9b3a1c4b51c4996f2,6616bba695f9bfb0c4334c11,2__future__possession,323.399,20,15,possession_5,Johnnie believes it's somewhat unlikely that his friend owns a pressure cooker.,Johnnie,male,somewhat unlikely,35,7.192,5,True
45,280zzjPNAfUUIiDLw9kcR6hDYmf1,0.8647225682471221,64f89ef9b3a1c4b51c4996f2,6616bba695f9bfb0c4334c11,2__future__possession,323.399,7,16,future_7,Cheri believes it's possible that there will be pastries provided at the meeting next Monday.,Cheri,female,possible,55,8.369,7,True
46,280zzjPNAfUUIiDLw9kcR6hDYmf1,0.8647225682471221,64f89ef9b3a1c4b51c4996f2,6616bba695f9bfb0c4334c11,2__future__possession,323.399,18,17,possession_3,Jacquelyn believes it's likely that her classmate owns a guitar.,Jacquelyn,female,likely,70,5.647,10,True
47,280zzjPNAfUUIiDLw9kcR6hDYmf1,0.8647225682471221,64f89ef9b3a1c4b51c4996f2,6616bba695f9bfb0c4334c11,2__future__possession,323.399,26,18,possession_11,Violet believes it's very unlikely that her coworker has a quiet space to practice meditation.,Violet,female,very unlikely,5,6.392,0,True
48,280zzjPNAfUUIiDLw9kcR6hDYmf1,0.8647225682471221,64f89ef9b3a1c4b51c4996f2,6616bba695f9bfb0c4334c11,2__future__possession,323.399,27,19,possession_12,Brendan believes it's highly unlikely that his colleague has enough cash to invest in a local business.,Brendan,male,highly unlikely,90,6.164,1,True
49,280zzjPNAfUUIiDLw9kcR6hDYmf1,0.8647225682471221,64f89ef9b3a1c4b51c4996f2,6616bba695f9bfb0c4334c11,2__future__possession,323.399,5,20,future_5,David believes it's somewhat unlikely that investing in his friend's startup will yield positive returns.,David,male,somewhat unlikely,35,6.166,5,True
50,280zzjPNAfUUIiDLw9kcR6hDYmf1,0.8647225682471221,64f89ef9b3a1c4b51c4996f2,6616bba695f9bfb0c4334c11,2__future__possession,323.399,29,21,possession_14,Jeffery believes it's almost certain that his boss has a collection of vintage books.,Jeffery,male,almost certain,95,4.644,14,True
51,280zzjPNAfUUIiDLw9kcR6hDYmf1,0.8647225682471221,64f89ef9b3a1c4b51c4996f2,6616bba695f9bfb0c4334c11,2__future__possession,323.399,2,22,future_2,Silvia believes it's probable that the company will have another round of lay-offs by mid July.,Silvia,female,probable,70,7.587000000000001,9,True
52,280zzjPNAfUUIiDLw9kcR6hDYmf1,0.8647225682471221,64f89ef9b3a1c4b51c4996f2,6616bba695f9bfb0c4334c11,2__future__possession,323.399,9,23,future_9,Marco believes it's not likely that his patient's symptoms will improve within the next two weeks.,Marco,male,not likely,30,12.838,3,True
53,280zzjPNAfUUIiDLw9kcR6hDYmf1,0.8647225682471221,64f89ef9b3a1c4b51c4996f2,6616bba695f9bfb0c4334c11,2__future__possession,323.399,11,24,future_11,Gary believes it's very unlikely that the defendant will be found guilty on all charges.,Gary,male,very unlikely,5,8.036,0,True
54,280zzjPNAfUUIiDLw9kcR6hDYmf1,0.8647225682471221,64f89ef9b3a1c4b51c4996f2,6616bba695f9bfb0c4334c11,2__future__possession,323.399,1,25,future_1,Ethel believes it's very likely that she will be offered a promotion this fall.,Ethel,female,very likely,95,3.6180000000000003,12,True
55,280zzjPNAfUUIiDLw9kcR6hDYmf1,0.8647225682471221,64f89ef9b3a1c4b51c4996f2,6616bba695f9bfb0c4334c11,2__future__possession,323.399,19,26,possession_4,Nick believes it's somewhat likely that his boss has a stereo amplifier.,Nick,male,somewhat likely,55,4.596,8,True
56,280zzjPNAfUUIiDLw9kcR6hDYmf1,0.8647225682471221,64f89ef9b3a1c4b51c4996f2,6616bba695f9bfb0c4334c11,2__future__possession,323.399,23,27,possession_8,Olga believes it's unlikely that her boss has three pets.,Olga,female,unlikely,20,9.103,2,True
57,280zzjPNAfUUIiDLw9kcR6hDYmf1,0.8647225682471221,64f89ef9b3a1c4b51c4996f2,6616bba695f9bfb0c4334c11,2__future__possession,323.399,6,28,future_6,Nathan believes it's uncertain that the band will play his favorite song at the upcoming concert.,Nathan,male,uncertain,40,5.267,6,True
58,280zzjPNAfUUIiDLw9kcR6hDYmf1,0.8647225682471221,64f89ef9b3a1c4b51c4996f2,6616bba695f9bfb0c4334c11,2__future__possession,323.399,4,29,future_4,Kenny believes it's somewhat likely that he will visit New York over winter break.,Kenny,male,somewhat likely,70,5.851,8,True
59,280zzjPNAfUUIiDLw9kcR6hDYmf1,0.8647225682471221,64f89ef9b3a1c4b51c4996f2,6616bba695f9bfb0c4334c11,2__future__possession,323.399,16,30,possession_1,Jessica believes it's very likely that her friend has a leather jacket.,Jessica,female,very likely,95,4.303999999999999,12,True
60,2O1dSdzaaBX1Tt7HHAGqxQcYMQM2,0.8318002317959304,5e56a66121583601d3c3526a,6626a62eabf15b9ea84e8942,13__imperfect_knowledge__preference,867.1010000000001,17,1,preference_2,Amanda believes her friend prefers running over cycling.,Amanda,female,control,100,11.873,11,True
61,2O1dSdzaaBX1Tt7HHAGqxQcYMQM2,0.8318002317959304,5e56a66121583601d3c3526a,6626a62eabf15b9ea84e8942,13__imperfect_knowledge__preference,867.1010000000001,25,2,preference_10,Isaac believes it's uncertain that his boss prefers working remotely over working in-person.,Isaac,male,uncertain,50,9.82,6,True
62,2O1dSdzaaBX1Tt7HHAGqxQcYMQM2,0.8318002317959304,5e56a66121583601d3c3526a,6626a62eabf15b9ea84e8942,13__imperfect_knowledge__preference,867.1010000000001,8,3,imperfect_knowledge_8,Camille believes it's somewhat likely that she can derive the theorem presented in class today within 5 minutes.,Camille,female,somewhat likely,55,10.767999999999999,8,True
63,2O1dSdzaaBX1Tt7HHAGqxQcYMQM2,0.8318002317959304,5e56a66121583601d3c3526a,6626a62eabf15b9ea84e8942,13__imperfect_knowledge__preference,867.1010000000001,15,4,preference_0,Laura believes it's very unlikely that her cousin prefers spinach over broccoli.,Laura,female,very unlikely,5,12.39,0,True
64,2O1dSdzaaBX1Tt7HHAGqxQcYMQM2,0.8318002317959304,5e56a66121583601d3c3526a,6626a62eabf15b9ea84e8942,13__imperfect_knowledge__preference,867.1010000000001,24,5,preference_9,Bruce believes it's somewhat unlikely that his coworker prefers Chinese food over Mexican food.,Bruce,male,somewhat unlikely,25,8.426,5,True
65,2O1dSdzaaBX1Tt7HHAGqxQcYMQM2,0.8318002317959304,5e56a66121583601d3c3526a,6626a62eabf15b9ea84e8942,13__imperfect_knowledge__preference,867.1010000000001,4,6,imperfect_knowledge_4,Kenny believes it's highly likely that the temperature in the office is at least 72 degrees Fahrenheit.,Kenny,male,highly likely,95,8.542,13,True
66,2O1dSdzaaBX1Tt7HHAGqxQcYMQM2,0.8318002317959304,5e56a66121583601d3c3526a,6626a62eabf15b9ea84e8942,13__imperfect_knowledge__preference,867.1010000000001,1,7,imperfect_knowledge_1,Ethel believes it's highly unlikely that the new museum is offering complimentary admission.,Ethel,female,highly unlikely,5,6.4510000000000005,1,True
67,2O1dSdzaaBX1Tt7HHAGqxQcYMQM2,0.8318002317959304,5e56a66121583601d3c3526a,6626a62eabf15b9ea84e8942,13__imperfect_knowledge__preference,867.1010000000001,19,8,preference_4,Nick believes it's highly likely that his coworker prefers reading books over watching movies.,Nick,male,highly likely,95,6.3660000000000005,13,True
68,2O1dSdzaaBX1Tt7HHAGqxQcYMQM2,0.8318002317959304,5e56a66121583601d3c3526a,6626a62eabf15b9ea84e8942,13__imperfect_knowledge__preference,867.1010000000001,28,9,preference_13,Tara believes it's not likely that her cousin prefers headphones over earbuds.,Tara,female,not likely,10,6.117000000000001,3,True
69,2O1dSdzaaBX1Tt7HHAGqxQcYMQM2,0.8318002317959304,5e56a66121583601d3c3526a,6626a62eabf15b9ea84e8942,13__imperfect_knowledge__preference,867.1010000000001,5,10,imperfect_knowledge_5,David believes it's very likely that his presentation on macroeconomics takes 45 minutes.,David,male,very likely,95,10.066,12,True
70,2O1dSdzaaBX1Tt7HHAGqxQcYMQM2,0.8318002317959304,5e56a66121583601d3c3526a,6626a62eabf15b9ea84e8942,13__imperfect_knowledge__preference,867.1010000000001,2,11,imperfect_knowledge_2,Silvia believes there is a yoga studio within 2 miles of her workplace.,Silvia,female,control,100,6.984,11,True
71,2O1dSdzaaBX1Tt7HHAGqxQcYMQM2,0.8318002317959304,5e56a66121583601d3c3526a,6626a62eabf15b9ea84e8942,13__imperfect_knowledge__preference,867.1010000000001,23,12,preference_8,Olga believes it's somewhat likely that her neighbor prefers sunrise over sunset.,Olga,female,somewhat likely,60,12.014,8,True
72,2O1dSdzaaBX1Tt7HHAGqxQcYMQM2,0.8318002317959304,5e56a66121583601d3c3526a,6626a62eabf15b9ea84e8942,13__imperfect_knowledge__preference,867.1010000000001,14,13,imperfect_knowledge_14,Joey believes it's doubtful that everything fits in his suitcase.,Joey,male,doubtful,20,14.943,4,True
73,2O1dSdzaaBX1Tt7HHAGqxQcYMQM2,0.8318002317959304,5e56a66121583601d3c3526a,6626a62eabf15b9ea84e8942,13__imperfect_knowledge__preference,867.1010000000001,10,14,imperfect_knowledge_10,Roxanne believes it's uncertain that the hiking trail is 10 miles long.,Roxanne,female,uncertain,50,10.472000000000001,6,True
74,2O1dSdzaaBX1Tt7HHAGqxQcYMQM2,0.8318002317959304,5e56a66121583601d3c3526a,6626a62eabf15b9ea84e8942,13__imperfect_knowledge__preference,867.1010000000001,6,15,imperfect_knowledge_6,Nathan believes it's probable that he can fix a flat tire.,Nathan,male,probable,90,6.4430000000000005,9,True
75,2O1dSdzaaBX1Tt7HHAGqxQcYMQM2,0.8318002317959304,5e56a66121583601d3c3526a,6626a62eabf15b9ea84e8942,13__imperfect_knowledge__preference,867.1010000000001,12,16,imperfect_knowledge_12,Bonnie believes it's unlikely that she can recall the names of at least seventy countries.,Bonnie,female,unlikely,25,229.581,2,True
76,2O1dSdzaaBX1Tt7HHAGqxQcYMQM2,0.8318002317959304,5e56a66121583601d3c3526a,6626a62eabf15b9ea84e8942,13__imperfect_knowledge__preference,867.1010000000001,11,17,imperfect_knowledge_11,Gary believes it's possible that his flight will land around 6pm.,Gary,male,possible,75,7.232,7,True
77,2O1dSdzaaBX1Tt7HHAGqxQcYMQM2,0.8318002317959304,5e56a66121583601d3c3526a,6626a62eabf15b9ea84e8942,13__imperfect_knowledge__preference,867.1010000000001,29,18,preference_14,Jeffery believes it's doubtful that his neighbor prefers dancing over singing.,Jeffery,male,doubtful,5,7.525,4,True
78,2O1dSdzaaBX1Tt7HHAGqxQcYMQM2,0.8318002317959304,5e56a66121583601d3c3526a,6626a62eabf15b9ea84e8942,13__imperfect_knowledge__preference,867.1010000000001,26,19,preference_11,Violet believes it's possible that her neighbor prefers dogs over cats.,Violet,female,possible,65,7.402,7,True
79,2O1dSdzaaBX1Tt7HHAGqxQcYMQM2,0.8318002317959304,5e56a66121583601d3c3526a,6626a62eabf15b9ea84e8942,13__imperfect_knowledge__preference,867.1010000000001,7,20,imperfect_knowledge_7,Cheri believes it's likely that her friend can do a handstand.,Cheri,female,likely,90,4.857,10,True
80,2O1dSdzaaBX1Tt7HHAGqxQcYMQM2,0.8318002317959304,5e56a66121583601d3c3526a,6626a62eabf15b9ea84e8942,13__imperfect_knowledge__preference,867.1010000000001,9,21,imperfect_knowledge_9,Marco believes it's somewhat unlikely that the local college baseball game starts at 9am on Sunday.,Marco,male,somewhat unlikely,20,12.39,5,True
81,2O1dSdzaaBX1Tt7HHAGqxQcYMQM2,0.8318002317959304,5e56a66121583601d3c3526a,6626a62eabf15b9ea84e8942,13__imperfect_knowledge__preference,867.1010000000001,21,22,preference_6,Catherine believes it's probable that her boss prefers yoga over pilates.,Catherine,female,probable,95,7.403,9,True
82,2O1dSdzaaBX1Tt7HHAGqxQcYMQM2,0.8318002317959304,5e56a66121583601d3c3526a,6626a62eabf15b9ea84e8942,13__imperfect_knowledge__preference,867.1010000000001,16,23,preference_1,Jessica believes it's highly unlikely that her boss prefers coffee over tea.,Jessica,female,highly unlikely,5,9.272,1,True
83,2O1dSdzaaBX1Tt7HHAGqxQcYMQM2,0.8318002317959304,5e56a66121583601d3c3526a,6626a62eabf15b9ea84e8942,13__imperfect_knowledge__preference,867.1010000000001,18,24,preference_3,Jacquelyn believes it's almost certain that her neighbor prefers the beach over the mountains.,Jacquelyn,female,almost certain,95,6.928999999999999,14,True
84,2O1dSdzaaBX1Tt7HHAGqxQcYMQM2,0.8318002317959304,5e56a66121583601d3c3526a,6626a62eabf15b9ea84e8942,13__imperfect_knowledge__preference,867.1010000000001,20,25,preference_5,Johnnie believes it's very likely that his cousin prefers summer over winter.,Johnnie,male,very likely,5,4.676,12,True
85,2O1dSdzaaBX1Tt7HHAGqxQcYMQM2,0.8318002317959304,5e56a66121583601d3c3526a,6626a62eabf15b9ea84e8942,13__imperfect_knowledge__preference,867.1010000000001,0,26,imperfect_knowledge_0,Gabriela believes it's very unlikely that the restaurant near her apartment accepts reservations.,Gabriela,female,very unlikely,5,5.444,0,True
86,2O1dSdzaaBX1Tt7HHAGqxQcYMQM2,0.8318002317959304,5e56a66121583601d3c3526a,6626a62eabf15b9ea84e8942,13__imperfect_knowledge__preference,867.1010000000001,22,27,preference_7,Raul believes it's likely that his friend prefers stargazing over birdwatching.,Raul,male,likely,95,4.171,10,True
87,2O1dSdzaaBX1Tt7HHAGqxQcYMQM2,0.8318002317959304,5e56a66121583601d3c3526a,6626a62eabf15b9ea84e8942,13__imperfect_knowledge__preference,867.1010000000001,3,28,imperfect_knowledge_3,Mike believes it's almost certain that there are more than eighty students in the auditorium right now.,Mike,male,almost certain,95,6.3980000000000015,14,True
88,2O1dSdzaaBX1Tt7HHAGqxQcYMQM2,0.8318002317959304,5e56a66121583601d3c3526a,6626a62eabf15b9ea84e8942,13__imperfect_knowledge__preference,867.1010000000001,13,29,imperfect_knowledge_13,Lance believes it's not likely that his boss meets the new client at least two times per week.,Lance,male,not likely,5,8.75,3,True
89,2O1dSdzaaBX1Tt7HHAGqxQcYMQM2,0.8318002317959304,5e56a66121583601d3c3526a,6626a62eabf15b9ea84e8942,13__imperfect_knowledge__preference,867.1010000000001,27,30,preference_12,Brendan believes it's unlikely that his friend prefers science fiction books over fantasy books.,Brendan,male,unlikely,5,6.22,2,True
90,2qBBwzj16lggjI19zRZOoN96ZQ33,0.5452355655892834,5c291cbeda51990001e32bfa,6616bbc1e7b3c4364cb0cb6d,7__future__possession,343.64,3,1,future_3,Mike believes it's unlikely that there will be vegetarian options at the barbecue.,Mike,male,unlikely,25,16.594,2,True
